,Season,Stage,Round,Href
722,2009/2010,1. del,8,http://www.kzs.si/incl?id=114&game_id=342113&league_id=undefined&season_id=11253
723,2009/2010,1. del,8,http://www.kzs.si/incl?id=114&game_id=342123&league_id=undefined&season_id=11253
724,2009/2010,1. del,8,http://www.kzs.si/incl?id=114&game_id=342133&league_id=undefined&season_id=11253
725,2009/2010,1. del,8,http://www.kzs.si/incl?id=114&game_id=342253&league_id=undefined&season_id=11253
726,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342273&league_id=undefined&season_id=11253
727,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342293&league_id=undefined&season_id=11253
728,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342303&league_id=undefined&season_id=11253
729,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342313&league_id=undefined&season_id=11253
730,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342323&league_id=undefined&season_id=11253
731,2009/2010,1. del,9,http://www.kzs.si/incl?id=114&game_id=342333&league_id=undefined&season_id=11253
732,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345603&league_id=undefined&season_id=11253
733,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345613&league_id=undefined&season_id=11253
734,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345673&league_id=undefined&season_id=11253
735,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345683&league_id=undefined&season_id=11253
736,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345713&league_id=undefined&season_id=11253
737,2009/2010,2. del,1,http://www.kzs.si/incl?id=114&game_id=345723&league_id=undefined&season_id=11253
738,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346213&league_id=undefined&season_id=11253
739,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346223&league_id=undefined&season_id=11253
740,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346363&league_id=undefined&season_id=11253
741,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346373&league_id=undefined&season_id=11253
742,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346383&league_id=undefined&season_id=11253
743,2009/2010,2. del,10,http://www.kzs.si/incl?id=114&game_id=346393&league_id=undefined&season_id=11253
744,2009/2010,2. del,11,http://www.kzs.si/incl?id=114&game_id=346433&league_id=undefined&season_id=11253
745,2009/2010,2. del,11,http://www.kzs.si/incl?id=114&game_id=346443&league_id=undefined&season_id=11253
746,2009/2010,2. del,11,http://www.kzs.si/incl?id=114&game_id=346453&league_id=undefined&season_id=11253
747,2009/2010,2. del,11,http://www.kzs.si/incl?id=114&game_id=346463&league_id=undefined&season_id=11253
748,2009/2010,2. del,12,http://www.kzs.si/incl?id=114&game_id=346473&league_id=undefined&season_id=11253
749,2009/2010,2. del,12,http://www.kzs.si/incl?id=114&game_id=346483&league_id=undefined&season_id=11253
750,2009/2010,2. del,12,http://www.kzs.si/incl?id=114&game_id=346493&league_id=undefined&season_id=11253
751,2009/2010,2. del,12,http://www.kzs.si/incl?id=114&game_id=346503&league_id=undefined&season_id=11253
752,2009/2010,2. del,13,http://www.kzs.si/incl?id=114&game_id=346523&league_id=undefined&season_id=11253
753,2009/2010,2. del,13,http://www.kzs.si/incl?id=114&game_id=346533&league_id=undefined&season_id=11253
754,2009/2010,2. del,13,http://www.kzs.si/incl?id=114&game_id=346543&league_id=undefined&season_id=11253
755,2009/2010,2. del,13,http://www.kzs.si/incl?id=114&game_id=346553&league_id=undefined&season_id=11253
756,2009/2010,2. del,14,http://www.kzs.si/incl?id=114&game_id=346573&league_id=undefined&season_id=11253
757,2009/2010,2. del,14,http://www.kzs.si/incl?id=114&game_id=346583&league_id=undefined&season_id=11253
758,2009/2010,2. del,14,http://www.kzs.si/incl?id=114&game_id=346593&league_id=undefined&season_id=11253
759,2009/2010,2. del,14,http://www.kzs.si/incl?id=114&game_id=346603&league_id=undefined&season_id=11253
760,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345623&league_id=undefined&season_id=11253
761,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345633&league_id=undefined&season_id=11253
762,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345693&league_id=undefined&season_id=11253
763,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345703&league_id=undefined&season_id=11253
764,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345733&league_id=undefined&season_id=11253
765,2009/2010,2. del,2,http://www.kzs.si/incl?id=114&game_id=345743&league_id=undefined&season_id=11253
766,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345643&league_id=undefined&season_id=11253
767,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345653&league_id=undefined&season_id=11253
768,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345763&league_id=undefined&season_id=11253
769,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345773&league_id=undefined&season_id=11253
770,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345783&league_id=undefined&season_id=11253
771,2009/2010,2. del,3,http://www.kzs.si/incl?id=114&game_id=345793&league_id=undefined&season_id=11253
772,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345663&league_id=undefined&season_id=11253
773,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345753&league_id=undefined&season_id=11253
774,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345833&league_id=undefined&season_id=11253
775,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345843&league_id=undefined&season_id=11253
776,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345853&league_id=undefined&season_id=11253
777,2009/2010,2. del,4,http://www.kzs.si/incl?id=114&game_id=345863&league_id=undefined&season_id=11253
778,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345803&league_id=undefined&season_id=11253
779,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345813&league_id=undefined&season_id=11253
780,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345923&league_id=undefined&season_id=11253
781,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345933&league_id=undefined&season_id=11253
782,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345943&league_id=undefined&season_id=11253
783,2009/2010,2. del,5,http://www.kzs.si/incl?id=114&game_id=345953&league_id=undefined&season_id=11253
784,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=345873&league_id=undefined&season_id=11253
785,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=345883&league_id=undefined&season_id=11253
786,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=346013&league_id=undefined&season_id=11253
787,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=346023&league_id=undefined&season_id=11253
788,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=346053&league_id=undefined&season_id=11253
789,2009/2010,2. del,6,http://www.kzs.si/incl?id=114&game_id=346063&league_id=undefined&season_id=11253
790,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=345963&league_id=undefined&season_id=11253
791,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=345973&league_id=undefined&season_id=11253
792,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=346113&league_id=undefined&season_id=11253
793,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=346123&league_id=undefined&season_id=11253
794,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=346133&league_id=undefined&season_id=11253
795,2009/2010,2. del,7,http://www.kzs.si/incl?id=114&game_id=346143&league_id=undefined&season_id=11253
796,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346033&league_id=undefined&season_id=11253
797,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346043&league_id=undefined&season_id=11253
798,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346173&league_id=undefined&season_id=11253
799,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346183&league_id=undefined&season_id=11253
800,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346193&league_id=undefined&season_id=11253
801,2009/2010,2. del,8,http://www.kzs.si/incl?id=114&game_id=346203&league_id=undefined&season_id=11253
802,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346093&league_id=undefined&season_id=11253
803,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346103&league_id=undefined&season_id=11253
804,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346323&league_id=undefined&season_id=11253
805,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346333&league_id=undefined&season_id=11253
806,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346343&league_id=undefined&season_id=11253
807,2009/2010,2. del,9,http://www.kzs.si/incl?id=114&game_id=346353&league_id=undefined&season_id=11253
808,2009/2010,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=345603&league_id=undefined&season_id=11253
809,2009/2010,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=345613&league_id=undefined&season_id=11253
810,2009/2010,2. del-Liga za obstanek,10,http://www.kzs.si/incl?id=114&game_id=346213&league_id=undefined&season_id=11253
811,2009/2010,2. del-Liga za obstanek,10,http://www.kzs.si/incl?id=114&game_id=346223&league_id=undefined&season_id=11253
812,2009/2010,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=345623&league_id=undefined&season_id=11253
813,2009/2010,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=345633&league_id=undefined&season_id=11253
814,2009/2010,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=345643&league_id=undefined&season_id=11253
815,2009/2010,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=345653&league_id=undefined&season_id=11253
816,2009/2010,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=345663&league_id=undefined&season_id=11253
817,2009/2010,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=345753&league_id=undefined&season_id=11253
818,2009/2010,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=345803&league_id=undefined&season_id=11253
819,2009/2010,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=345813&league_id=undefined&season_id=11253
820,2009/2010,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=345873&league_id=undefined&season_id=11253
821,2009/2010,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=345883&league_id=undefined&season_id=11253
822,2009/2010,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=345963&league_id=undefined&season_id=11253
823,2009/2010,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=345973&league_id=undefined&season_id=11253
824,2009/2010,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=346033&league_id=undefined&season_id=11253
825,2009/2010,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=346043&league_id=undefined&season_id=11253
826,2009/2010,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=346093&league_id=undefined&season_id=11253
827,2009/2010,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=346103&league_id=undefined&season_id=11253
828,2009/2010,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=345673&league_id=undefined&season_id=11253
829,2009/2010,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=345683&league_id=undefined&season_id=11253
830,2009/2010,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=345713&league_id=undefined&season_id=11253
831,2009/2010,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=345723&league_id=undefined&season_id=11253
832,2009/2010,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=346363&league_id=undefined&season_id=11253
833,2009/2010,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=346373&league_id=undefined&season_id=11253
834,2009/2010,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=346383&league_id=undefined&season_id=11253
835,2009/2010,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=346393&league_id=undefined&season_id=11253
836,2009/2010,2. del-Liga za prvaka,11,http://www.kzs.si/incl?id=114&game_id=346433&league_id=undefined&season_id=11253
837,2009/2010,2. del-Liga za prvaka,11,http://www.kzs.si/incl?id=114&game_id=346443&league_id=undefined&season_id=11253
838,2009/2010,2. del-Liga za prvaka,11,http://www.kzs.si/incl?id=114&game_id=346453&league_id=undefined&season_id=11253
839,2009/2010,2. del-Liga za prvaka,11,http://www.kzs.si/incl?id=114&game_id=346463&league_id=undefined&season_id=11253
840,2009/2010,2. del-Liga za prvaka,12,http://www.kzs.si/incl?id=114&game_id=346473&league_id=undefined&season_id=11253
841,2009/2010,2. del-Liga za prvaka,12,http://www.kzs.si/incl?id=114&game_id=346483&league_id=undefined&season_id=11253
842,2009/2010,2. del-Liga za prvaka,12,http://www.kzs.si/incl?id=114&game_id=346493&league_id=undefined&season_id=11253
843,2009/2010,2. del-Liga za prvaka,12,http://www.kzs.si/incl?id=114&game_id=346503&league_id=undefined&season_id=11253
844,2009/2010,2. del-Liga za prvaka,13,http://www.kzs.si/incl?id=114&game_id=346523&league_id=undefined&season_id=11253
845,2009/2010,2. del-Liga za prvaka,13,http://www.kzs.si/incl?id=114&game_id=346533&league_id=undefined&season_id=11253
846,2009/2010,2. del-Liga za prvaka,13,http://www.kzs.si/incl?id=114&game_id=346543&league_id=undefined&season_id=11253
847,2009/2010,2. del-Liga za prvaka,13,http://www.kzs.si/incl?id=114&game_id=346553&league_id=undefined&season_id=11253
848,2009/2010,2. del-Liga za prvaka,14,http://www.kzs.si/incl?id=114&game_id=346573&league_id=undefined&season_id=11253
849,2009/2010,2. del-Liga za prvaka,14,http://www.kzs.si/incl?id=114&game_id=346583&league_id=undefined&season_id=11253
850,2009/2010,2. del-Liga za prvaka,14,http://www.kzs.si/incl?id=114&game_id=346593&league_id=undefined&season_id=11253
851,2009/2010,2. del-Liga za prvaka,14,http://www.kzs.si/incl?id=114&game_id=346603&league_id=undefined&season_id=11253
852,2009/2010,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=345693&league_id=undefined&season_id=11253
853,2009/2010,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=345703&league_id=undefined&season_id=11253
854,2009/2010,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=345733&league_id=undefined&season_id=11253
855,2009/2010,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=345743&league_id=undefined&season_id=11253
856,2009/2010,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=345763&league_id=undefined&season_id=11253
857,2009/2010,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=345773&league_id=undefined&season_id=11253
858,2009/2010,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=345783&league_id=undefined&season_id=11253
859,2009/2010,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=345793&league_id=undefined&season_id=11253
860,2009/2010,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=345833&league_id=undefined&season_id=11253
861,2009/2010,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=345843&league_id=undefined&season_id=11253
862,2009/2010,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=345853&league_id=undefined&season_id=11253
863,2009/2010,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=345863&league_id=undefined&season_id=11253
864,2009/2010,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=345923&league_id=undefined&season_id=11253
865,2009/2010,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=345933&league_id=undefined&season_id=11253
866,2009/2010,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=345943&league_id=undefined&season_id=11253
867,2009/2010,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=345953&league_id=undefined&season_id=11253
868,2009/2010,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=346013&league_id=undefined&season_id=11253
869,2009/2010,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=346023&league_id=undefined&season_id=11253
870,2009/2010,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=346053&league_id=undefined&season_id=11253
871,2009/2010,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=346063&league_id=undefined&season_id=11253
872,2009/2010,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=346113&league_id=undefined&season_id=11253
873,2009/2010,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=346123&league_id=undefined&season_id=11253
874,2009/2010,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=346133&league_id=undefined&season_id=11253
875,2009/2010,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=346143&league_id=undefined&season_id=11253
876,2009/2010,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=346173&league_id=undefined&season_id=11253
877,2009/2010,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=346183&league_id=undefined&season_id=11253
878,2009/2010,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=346193&league_id=undefined&season_id=11253
879,2009/2010,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=346203&league_id=undefined&season_id=11253
880,2009/2010,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=346323&league_id=undefined&season_id=11253
881,2009/2010,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=346333&league_id=undefined&season_id=11253
882,2009/2010,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=346343&league_id=undefined&season_id=11253
883,2009/2010,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=346353&league_id=undefined&season_id=11253
884,2009/2010,Polfinale-finale,1,http://www.kzs.si/incl?id=114&game_id=346613&league_id=undefined&season_id=11253
885,2009/2010,Polfinale-finale,1,http://www.kzs.si/incl?id=114&game_id=346623&league_id=undefined&season_id=11253
886,2009/2010,Polfinale-finale,2,http://www.kzs.si/incl?id=114&game_id=346633&league_id=undefined&season_id=11253
887,2009/2010,Polfinale-finale,2,http://www.kzs.si/incl?id=114&game_id=346643&league_id=undefined&season_id=11253
888,2009/2010,Polfinale-finale,22,http://www.kzs.si/incl?id=114&game_id=346703&league_id=undefined&season_id=11253
889,2009/2010,Polfinale-finale,3,http://www.kzs.si/incl?id=114&game_id=346653&league_id=undefined&season_id=11253
890,2009/2010,Polfinale-finale,4,http://www.kzs.si/incl?id=114&game_id=346663&league_id=undefined&season_id=11253
891,2009/2010,Polfinale-finale,5,http://www.kzs.si/incl?id=114&game_id=346673&league_id=undefined&season_id=11253
892,2009/2010,Polfinale-finale,6,http://www.kzs.si/incl?id=114&game_id=346683&league_id=undefined&season_id=11253
893,2009/2010,Polfinale-finale,7,http://www.kzs.si/incl?id=114&game_id=346693&league_id=undefined&season_id=11253
894,2010/2011,1. del,1,http://www.kzs.si/incl?id=114&game_id=347063&league_id=undefined&season_id=11283
895,2010/2011,1. del,1,http://www.kzs.si/incl?id=114&game_id=347073&league_id=undefined&season_id=11283
896,2010/2011,1. del,1,http://www.kzs.si/incl?id=114&game_id=347093&league_id=undefined&season_id=11283
897,2010/2011,1. del,1,http://www.kzs.si/incl?id=114&game_id=347203&league_id=undefined&season_id=11283
898,2010/2011,1. del,10,http://www.kzs.si/incl?id=114&game_id=348803&league_id=undefined&season_id=11283
899,2010/2011,1. del,10,http://www.kzs.si/incl?id=114&game_id=348813&league_id=undefined&season_id=11283
900,2010/2011,1. del,10,http://www.kzs.si/incl?id=114&game_id=348823&league_id=undefined&season_id=11283
901,2010/2011,1. del,10,http://www.kzs.si/incl?id=114&game_id=348833&league_id=undefined&season_id=11283
902,2010/2011,1. del,11,http://www.kzs.si/incl?id=114&game_id=349013&league_id=undefined&season_id=11283
903,2010/2011,1. del,11,http://www.kzs.si/incl?id=114&game_id=349023&league_id=undefined&season_id=11283
904,2010/2011,1. del,11,http://www.kzs.si/incl?id=114&game_id=349033&league_id=undefined&season_id=11283
905,2010/2011,1. del,11,http://www.kzs.si/incl?id=114&game_id=349043&league_id=undefined&season_id=11283
906,2010/2011,1. del,12,http://www.kzs.si/incl?id=114&game_id=349243&league_id=undefined&season_id=11283
907,2010/2011,1. del,12,http://www.kzs.si/incl?id=114&game_id=349253&league_id=undefined&season_id=11283
908,2010/2011,1. del,12,http://www.kzs.si/incl?id=114&game_id=349333&league_id=undefined&season_id=11283
909,2010/2011,1. del,12,http://www.kzs.si/incl?id=114&game_id=349343&league_id=undefined&season_id=11283
910,2010/2011,1. del,13,http://www.kzs.si/incl?id=114&game_id=349363&league_id=undefined&season_id=11283
911,2010/2011,1. del,13,http://www.kzs.si/incl?id=114&game_id=349373&league_id=undefined&season_id=11283
912,2010/2011,1. del,13,http://www.kzs.si/incl?id=114&game_id=349383&league_id=undefined&season_id=11283
913,2010/2011,1. del,13,http://www.kzs.si/incl?id=114&game_id=349393&league_id=undefined&season_id=11283
914,2010/2011,1. del,14,http://www.kzs.si/incl?id=114&game_id=349503&league_id=undefined&season_id=11283
915,2010/2011,1. del,14,http://www.kzs.si/incl?id=114&game_id=349513&league_id=undefined&season_id=11283
916,2010/2011,1. del,14,http://www.kzs.si/incl?id=114&game_id=349523&league_id=undefined&season_id=11283
917,2010/2011,1. del,14,http://www.kzs.si/incl?id=114&game_id=349533&league_id=undefined&season_id=11283
918,2010/2011,1. del,15,http://www.kzs.si/incl?id=114&game_id=349663&league_id=undefined&season_id=11283
919,2010/2011,1. del,15,http://www.kzs.si/incl?id=114&game_id=349673&league_id=undefined&season_id=11283
920,2010/2011,1. del,15,http://www.kzs.si/incl?id=114&game_id=349683&league_id=undefined&season_id=11283
921,2010/2011,1. del,15,http://www.kzs.si/incl?id=114&game_id=349693&league_id=undefined&season_id=11283
922,2010/2011,1. del,16,http://www.kzs.si/incl?id=114&game_id=349943&league_id=undefined&season_id=11283
923,2010/2011,1. del,16,http://www.kzs.si/incl?id=114&game_id=350033&league_id=undefined&season_id=11283
924,2010/2011,1. del,16,http://www.kzs.si/incl?id=114&game_id=350043&league_id=undefined&season_id=11283
925,2010/2011,1. del,16,http://www.kzs.si/incl?id=114&game_id=350053&league_id=undefined&season_id=11283
926,2010/2011,1. del,17,http://www.kzs.si/incl?id=114&game_id=350113&league_id=undefined&season_id=11283
927,2010/2011,1. del,17,http://www.kzs.si/incl?id=114&game_id=350123&league_id=undefined&season_id=11283
928,2010/2011,1. del,17,http://www.kzs.si/incl?id=114&game_id=350133&league_id=undefined&season_id=11283
929,2010/2011,1. del,17,http://www.kzs.si/incl?id=114&game_id=350143&league_id=undefined&season_id=11283
930,2010/2011,1. del,18,http://www.kzs.si/incl?id=114&game_id=350273&league_id=undefined&season_id=11283
931,2010/2011,1. del,18,http://www.kzs.si/incl?id=114&game_id=350283&league_id=undefined&season_id=11283
932,2010/2011,1. del,18,http://www.kzs.si/incl?id=114&game_id=350293&league_id=undefined&season_id=11283
933,2010/2011,1. del,18,http://www.kzs.si/incl?id=114&game_id=350303&league_id=undefined&season_id=11283
934,2010/2011,1. del,2,http://www.kzs.si/incl?id=114&game_id=347313&league_id=undefined&season_id=11283
935,2010/2011,1. del,2,http://www.kzs.si/incl?id=114&game_id=347323&league_id=undefined&season_id=11283
936,2010/2011,1. del,2,http://www.kzs.si/incl?id=114&game_id=347333&league_id=undefined&season_id=11283
937,2010/2011,1. del,2,http://www.kzs.si/incl?id=114&game_id=347343&league_id=undefined&season_id=11283
938,2010/2011,1. del,3,http://www.kzs.si/incl?id=114&game_id=347493&league_id=undefined&season_id=11283
939,2010/2011,1. del,3,http://www.kzs.si/incl?id=114&game_id=347503&league_id=undefined&season_id=11283
940,2010/2011,1. del,3,http://www.kzs.si/incl?id=114&game_id=347513&league_id=undefined&season_id=11283
941,2010/2011,1. del,3,http://www.kzs.si/incl?id=114&game_id=347523&league_id=undefined&season_id=11283
942,2010/2011,1. del,4,http://www.kzs.si/incl?id=114&game_id=347583&league_id=undefined&season_id=11283
943,2010/2011,1. del,4,http://www.kzs.si/incl?id=114&game_id=347593&league_id=undefined&season_id=11283
944,2010/2011,1. del,4,http://www.kzs.si/incl?id=114&game_id=347603&league_id=undefined&season_id=11283
945,2010/2011,1. del,4,http://www.kzs.si/incl?id=114&game_id=347823&league_id=undefined&season_id=11283
946,2010/2011,1. del,5,http://www.kzs.si/incl?id=114&game_id=347613&league_id=undefined&season_id=11283
947,2010/2011,1. del,5,http://www.kzs.si/incl?id=114&game_id=347623&league_id=undefined&season_id=11283
948,2010/2011,1. del,5,http://www.kzs.si/incl?id=114&game_id=347633&league_id=undefined&season_id=11283
949,2010/2011,1. del,5,http://www.kzs.si/incl?id=114&game_id=347643&league_id=undefined&season_id=11283
950,2010/2011,1. del,6,http://www.kzs.si/incl?id=114&game_id=347653&league_id=undefined&season_id=11283
951,2010/2011,1. del,6,http://www.kzs.si/incl?id=114&game_id=347663&league_id=undefined&season_id=11283
952,2010/2011,1. del,6,http://www.kzs.si/incl?id=114&game_id=347673&league_id=undefined&season_id=11283
953,2010/2011,1. del,6,http://www.kzs.si/incl?id=114&game_id=348123&league_id=undefined&season_id=11283
954,2010/2011,1. del,7,http://www.kzs.si/incl?id=114&game_id=348133&league_id=undefined&season_id=11283
955,2010/2011,1. del,7,http://www.kzs.si/incl?id=114&game_id=348143&league_id=undefined&season_id=11283
956,2010/2011,1. del,7,http://www.kzs.si/incl?id=114&game_id=348153&league_id=undefined&season_id=11283
957,2010/2011,1. del,7,http://www.kzs.si/incl?id=114&game_id=348163&league_id=undefined&season_id=11283
958,2010/2011,1. del,8,http://www.kzs.si/incl?id=114&game_id=348353&league_id=undefined&season_id=11283
959,2010/2011,1. del,8,http://www.kzs.si/incl?id=114&game_id=348363&league_id=undefined&season_id=11283
960,2010/2011,1. del,8,http://www.kzs.si/incl?id=114&game_id=348373&league_id=undefined&season_id=11283
961,2010/2011,1. del,8,http://www.kzs.si/incl?id=114&game_id=348383&league_id=undefined&season_id=11283
962,2010/2011,1. del,9,http://www.kzs.si/incl?id=114&game_id=348523&league_id=undefined&season_id=11283
963,2010/2011,1. del,9,http://www.kzs.si/incl?id=114&game_id=348533&league_id=undefined&season_id=11283
964,2010/2011,1. del,9,http://www.kzs.si/incl?id=114&game_id=348543&league_id=undefined&season_id=11283
965,2010/2011,1. del,9,http://www.kzs.si/incl?id=114&game_id=348553&league_id=undefined&season_id=11283
966,2010/2011,2. del,1,http://www.kzs.si/incl?id=114&game_id=350563&league_id=undefined&season_id=11283
967,2010/2011,2. del,1,http://www.kzs.si/incl?id=114&game_id=350573&league_id=undefined&season_id=11283
968,2010/2011,2. del,1,http://www.kzs.si/incl?id=114&game_id=350583&league_id=undefined&season_id=11283
969,2010/2011,2. del,1,http://www.kzs.si/incl?id=114&game_id=350593&league_id=undefined&season_id=11283
970,2010/2011,2. del,1,http://www.kzs.si/incl?id=114&game_id=350723&league_id=undefined&season_id=11283
971,2010/2011,2. del,10,http://www.kzs.si/incl?id=114&game_id=351943&league_id=undefined&season_id=11283
