,Season,Stage,Round,Href
2013,2014/2015,Finale,2,http://www.kzs.si/incl?id=114&game_id=3066291&league_id=undefined&season_id=89612
2014,2014/2015,Finale,3,http://www.kzs.si/incl?id=114&game_id=3066293&league_id=undefined&season_id=89612
2015,2014/2015,Finale,4,http://www.kzs.si/incl?id=114&game_id=3066295&league_id=undefined&season_id=89612
2016,2014/2015,Liga za obstanek/napredovanje,1,http://www.kzs.si/incl?id=114&game_id=3064219&league_id=undefined&season_id=89612
2017,2014/2015,Liga za obstanek/napredovanje,1,http://www.kzs.si/incl?id=114&game_id=3064221&league_id=undefined&season_id=89612
2018,2014/2015,Liga za obstanek/napredovanje,2,http://www.kzs.si/incl?id=114&game_id=3064223&league_id=undefined&season_id=89612
2019,2014/2015,Liga za obstanek/napredovanje,2,http://www.kzs.si/incl?id=114&game_id=3064225&league_id=undefined&season_id=89612
2020,2014/2015,Liga za obstanek/napredovanje,3,http://www.kzs.si/incl?id=114&game_id=3064227&league_id=undefined&season_id=89612
2021,2014/2015,Liga za obstanek/napredovanje,3,http://www.kzs.si/incl?id=114&game_id=3064229&league_id=undefined&season_id=89612
2022,2014/2015,Liga za obstanek/napredovanje,4,http://www.kzs.si/incl?id=114&game_id=3064231&league_id=undefined&season_id=89612
2023,2014/2015,Liga za obstanek/napredovanje,4,http://www.kzs.si/incl?id=114&game_id=3064235&league_id=undefined&season_id=89612
2024,2014/2015,Polfinale,PF1,http://www.kzs.si/incl?id=114&game_id=3064683&league_id=undefined&season_id=89612
2025,2014/2015,Polfinale,PF1,http://www.kzs.si/incl?id=114&game_id=3064691&league_id=undefined&season_id=89612
2026,2014/2015,Polfinale,PF2,http://www.kzs.si/incl?id=114&game_id=3064685&league_id=undefined&season_id=89612
2027,2014/2015,Polfinale,PF2,http://www.kzs.si/incl?id=114&game_id=3064693&league_id=undefined&season_id=89612
2028,2014/2015,Polfinale,PF3,http://www.kzs.si/incl?id=114&game_id=3064695&league_id=undefined&season_id=89612
2029,2014/2015,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3064207&league_id=undefined&season_id=89612
2030,2014/2015,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3064209&league_id=undefined&season_id=89612
2031,2014/2015,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3064243&league_id=undefined&season_id=89612
2032,2014/2015,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3064245&league_id=undefined&season_id=89612
2033,2014/2015,Četrtfinale,ČF2,http://www.kzs.si/incl?id=114&game_id=3064211&league_id=undefined&season_id=89612
2034,2014/2015,Četrtfinale,ČF2,http://www.kzs.si/incl?id=114&game_id=3064213&league_id=undefined&season_id=89612
2035,2014/2015,Četrtfinale,ČF2,http://www.kzs.si/incl?id=114&game_id=3064247&league_id=undefined&season_id=89612
2036,2014/2015,Četrtfinale,ČF2,http://www.kzs.si/incl?id=114&game_id=3064249&league_id=undefined&season_id=89612
2037,2014/2015,Četrtfinale,ČF3,http://www.kzs.si/incl?id=114&game_id=3064251&league_id=undefined&season_id=89612
2038,2015/2016,1. del,1,http://www.kzs.si/incl?id=114&game_id=3159385&league_id=undefined&season_id=91487
2039,2015/2016,1. del,1,http://www.kzs.si/incl?id=114&game_id=3159387&league_id=undefined&season_id=91487
2040,2015/2016,1. del,1,http://www.kzs.si/incl?id=114&game_id=3159391&league_id=undefined&season_id=91487
2041,2015/2016,1. del,1,http://www.kzs.si/incl?id=114&game_id=3159393&league_id=undefined&season_id=91487
2042,2015/2016,1. del,10,http://www.kzs.si/incl?id=114&game_id=3159475&league_id=undefined&season_id=91487
2043,2015/2016,1. del,10,http://www.kzs.si/incl?id=114&game_id=3159477&league_id=undefined&season_id=91487
2044,2015/2016,1. del,10,http://www.kzs.si/incl?id=114&game_id=3159481&league_id=undefined&season_id=91487
2045,2015/2016,1. del,10,http://www.kzs.si/incl?id=114&game_id=3159483&league_id=undefined&season_id=91487
2046,2015/2016,1. del,11,http://www.kzs.si/incl?id=114&game_id=3159485&league_id=undefined&season_id=91487
2047,2015/2016,1. del,11,http://www.kzs.si/incl?id=114&game_id=3159487&league_id=undefined&season_id=91487
2048,2015/2016,1. del,11,http://www.kzs.si/incl?id=114&game_id=3159491&league_id=undefined&season_id=91487
2049,2015/2016,1. del,11,http://www.kzs.si/incl?id=114&game_id=3159493&league_id=undefined&season_id=91487
2050,2015/2016,1. del,12,http://www.kzs.si/incl?id=114&game_id=3159495&league_id=undefined&season_id=91487
2051,2015/2016,1. del,12,http://www.kzs.si/incl?id=114&game_id=3159497&league_id=undefined&season_id=91487
2052,2015/2016,1. del,12,http://www.kzs.si/incl?id=114&game_id=3159499&league_id=undefined&season_id=91487
2053,2015/2016,1. del,12,http://www.kzs.si/incl?id=114&game_id=3159503&league_id=undefined&season_id=91487
2054,2015/2016,1. del,13,http://www.kzs.si/incl?id=114&game_id=3159505&league_id=undefined&season_id=91487
2055,2015/2016,1. del,13,http://www.kzs.si/incl?id=114&game_id=3159509&league_id=undefined&season_id=91487
2056,2015/2016,1. del,13,http://www.kzs.si/incl?id=114&game_id=3159511&league_id=undefined&season_id=91487
2057,2015/2016,1. del,13,http://www.kzs.si/incl?id=114&game_id=3159513&league_id=undefined&season_id=91487
2058,2015/2016,1. del,14,http://www.kzs.si/incl?id=114&game_id=3159515&league_id=undefined&season_id=91487
2059,2015/2016,1. del,14,http://www.kzs.si/incl?id=114&game_id=3159517&league_id=undefined&season_id=91487
2060,2015/2016,1. del,14,http://www.kzs.si/incl?id=114&game_id=3159519&league_id=undefined&season_id=91487
2061,2015/2016,1. del,14,http://www.kzs.si/incl?id=114&game_id=3159521&league_id=undefined&season_id=91487
2062,2015/2016,1. del,15,http://www.kzs.si/incl?id=114&game_id=3159527&league_id=undefined&season_id=91487
2063,2015/2016,1. del,15,http://www.kzs.si/incl?id=114&game_id=3159529&league_id=undefined&season_id=91487
2064,2015/2016,1. del,15,http://www.kzs.si/incl?id=114&game_id=3159531&league_id=undefined&season_id=91487
2065,2015/2016,1. del,15,http://www.kzs.si/incl?id=114&game_id=3159533&league_id=undefined&season_id=91487
2066,2015/2016,1. del,16,http://www.kzs.si/incl?id=114&game_id=3159535&league_id=undefined&season_id=91487
2067,2015/2016,1. del,16,http://www.kzs.si/incl?id=114&game_id=3159537&league_id=undefined&season_id=91487
2068,2015/2016,1. del,16,http://www.kzs.si/incl?id=114&game_id=3159539&league_id=undefined&season_id=91487
2069,2015/2016,1. del,16,http://www.kzs.si/incl?id=114&game_id=3159541&league_id=undefined&season_id=91487
2070,2015/2016,1. del,17,http://www.kzs.si/incl?id=114&game_id=3159545&league_id=undefined&season_id=91487
2071,2015/2016,1. del,17,http://www.kzs.si/incl?id=114&game_id=3159549&league_id=undefined&season_id=91487
2072,2015/2016,1. del,17,http://www.kzs.si/incl?id=114&game_id=3159551&league_id=undefined&season_id=91487
2073,2015/2016,1. del,17,http://www.kzs.si/incl?id=114&game_id=3159553&league_id=undefined&season_id=91487
2074,2015/2016,1. del,18,http://www.kzs.si/incl?id=114&game_id=3159555&league_id=undefined&season_id=91487
2075,2015/2016,1. del,18,http://www.kzs.si/incl?id=114&game_id=3159557&league_id=undefined&season_id=91487
2076,2015/2016,1. del,18,http://www.kzs.si/incl?id=114&game_id=3159559&league_id=undefined&season_id=91487
2077,2015/2016,1. del,18,http://www.kzs.si/incl?id=114&game_id=3159563&league_id=undefined&season_id=91487
2078,2015/2016,1. del,2,http://www.kzs.si/incl?id=114&game_id=3159395&league_id=undefined&season_id=91487
2079,2015/2016,1. del,2,http://www.kzs.si/incl?id=114&game_id=3159397&league_id=undefined&season_id=91487
2080,2015/2016,1. del,2,http://www.kzs.si/incl?id=114&game_id=3159401&league_id=undefined&season_id=91487
2081,2015/2016,1. del,2,http://www.kzs.si/incl?id=114&game_id=3159403&league_id=undefined&season_id=91487
2082,2015/2016,1. del,3,http://www.kzs.si/incl?id=114&game_id=3159405&league_id=undefined&season_id=91487
2083,2015/2016,1. del,3,http://www.kzs.si/incl?id=114&game_id=3159407&league_id=undefined&season_id=91487
2084,2015/2016,1. del,3,http://www.kzs.si/incl?id=114&game_id=3159409&league_id=undefined&season_id=91487
2085,2015/2016,1. del,3,http://www.kzs.si/incl?id=114&game_id=3159413&league_id=undefined&season_id=91487
2086,2015/2016,1. del,4,http://www.kzs.si/incl?id=114&game_id=3159415&league_id=undefined&season_id=91487
2087,2015/2016,1. del,4,http://www.kzs.si/incl?id=114&game_id=3159419&league_id=undefined&season_id=91487
2088,2015/2016,1. del,4,http://www.kzs.si/incl?id=114&game_id=3159421&league_id=undefined&season_id=91487
2089,2015/2016,1. del,4,http://www.kzs.si/incl?id=114&game_id=3159423&league_id=undefined&season_id=91487
2090,2015/2016,1. del,5,http://www.kzs.si/incl?id=114&game_id=3159425&league_id=undefined&season_id=91487
2091,2015/2016,1. del,5,http://www.kzs.si/incl?id=114&game_id=3159427&league_id=undefined&season_id=91487
2092,2015/2016,1. del,5,http://www.kzs.si/incl?id=114&game_id=3159429&league_id=undefined&season_id=91487
2093,2015/2016,1. del,5,http://www.kzs.si/incl?id=114&game_id=3159431&league_id=undefined&season_id=91487
2094,2015/2016,1. del,6,http://www.kzs.si/incl?id=114&game_id=3159437&league_id=undefined&season_id=91487
2095,2015/2016,1. del,6,http://www.kzs.si/incl?id=114&game_id=3159439&league_id=undefined&season_id=91487
2096,2015/2016,1. del,6,http://www.kzs.si/incl?id=114&game_id=3159441&league_id=undefined&season_id=91487
2097,2015/2016,1. del,6,http://www.kzs.si/incl?id=114&game_id=3159443&league_id=undefined&season_id=91487
2098,2015/2016,1. del,7,http://www.kzs.si/incl?id=114&game_id=3159445&league_id=undefined&season_id=91487
2099,2015/2016,1. del,7,http://www.kzs.si/incl?id=114&game_id=3159447&league_id=undefined&season_id=91487
2100,2015/2016,1. del,7,http://www.kzs.si/incl?id=114&game_id=3159449&league_id=undefined&season_id=91487
2101,2015/2016,1. del,7,http://www.kzs.si/incl?id=114&game_id=3159451&league_id=undefined&season_id=91487
2102,2015/2016,1. del,8,http://www.kzs.si/incl?id=114&game_id=3159455&league_id=undefined&season_id=91487
2103,2015/2016,1. del,8,http://www.kzs.si/incl?id=114&game_id=3159459&league_id=undefined&season_id=91487
2104,2015/2016,1. del,8,http://www.kzs.si/incl?id=114&game_id=3159461&league_id=undefined&season_id=91487
2105,2015/2016,1. del,8,http://www.kzs.si/incl?id=114&game_id=3159463&league_id=undefined&season_id=91487
2106,2015/2016,1. del,9,http://www.kzs.si/incl?id=114&game_id=3159465&league_id=undefined&season_id=91487
2107,2015/2016,1. del,9,http://www.kzs.si/incl?id=114&game_id=3159467&league_id=undefined&season_id=91487
2108,2015/2016,1. del,9,http://www.kzs.si/incl?id=114&game_id=3159469&league_id=undefined&season_id=91487
2109,2015/2016,1. del,9,http://www.kzs.si/incl?id=114&game_id=3159473&league_id=undefined&season_id=91487
2110,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306277&league_id=undefined&season_id=91487
2111,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306279&league_id=undefined&season_id=91487
2112,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306281&league_id=undefined&season_id=91487
2113,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306337&league_id=undefined&season_id=91487
2114,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306339&league_id=undefined&season_id=91487
2115,2015/2016,2. del,1,http://www.kzs.si/incl?id=114&game_id=3306341&league_id=undefined&season_id=91487
2116,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306283&league_id=undefined&season_id=91487
2117,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306285&league_id=undefined&season_id=91487
2118,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306287&league_id=undefined&season_id=91487
2119,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306391&league_id=undefined&season_id=91487
2120,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306393&league_id=undefined&season_id=91487
2121,2015/2016,2. del,10,http://www.kzs.si/incl?id=114&game_id=3306395&league_id=undefined&season_id=91487
2122,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306331&league_id=undefined&season_id=91487
2123,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306333&league_id=undefined&season_id=91487
2124,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306335&league_id=undefined&season_id=91487
2125,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306343&league_id=undefined&season_id=91487
2126,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306345&league_id=undefined&season_id=91487
2127,2015/2016,2. del,2,http://www.kzs.si/incl?id=114&game_id=3306347&league_id=undefined&season_id=91487
2128,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306325&league_id=undefined&season_id=91487
2129,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306327&league_id=undefined&season_id=91487
2130,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306329&league_id=undefined&season_id=91487
2131,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306349&league_id=undefined&season_id=91487
2132,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306351&league_id=undefined&season_id=91487
2133,2015/2016,2. del,3,http://www.kzs.si/incl?id=114&game_id=3306353&league_id=undefined&season_id=91487
2134,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306319&league_id=undefined&season_id=91487
2135,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306321&league_id=undefined&season_id=91487
2136,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306323&league_id=undefined&season_id=91487
2137,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306355&league_id=undefined&season_id=91487
2138,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306357&league_id=undefined&season_id=91487
2139,2015/2016,2. del,4,http://www.kzs.si/incl?id=114&game_id=3306359&league_id=undefined&season_id=91487
2140,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306313&league_id=undefined&season_id=91487
2141,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306315&league_id=undefined&season_id=91487
2142,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306317&league_id=undefined&season_id=91487
2143,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306361&league_id=undefined&season_id=91487
2144,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306363&league_id=undefined&season_id=91487
2145,2015/2016,2. del,5,http://www.kzs.si/incl?id=114&game_id=3306365&league_id=undefined&season_id=91487
2146,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306307&league_id=undefined&season_id=91487
2147,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306309&league_id=undefined&season_id=91487
2148,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306311&league_id=undefined&season_id=91487
2149,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306367&league_id=undefined&season_id=91487
2150,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306369&league_id=undefined&season_id=91487
2151,2015/2016,2. del,6,http://www.kzs.si/incl?id=114&game_id=3306371&league_id=undefined&season_id=91487
2152,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306301&league_id=undefined&season_id=91487
2153,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306303&league_id=undefined&season_id=91487
2154,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306305&league_id=undefined&season_id=91487
2155,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306373&league_id=undefined&season_id=91487
2156,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306375&league_id=undefined&season_id=91487
2157,2015/2016,2. del,7,http://www.kzs.si/incl?id=114&game_id=3306377&league_id=undefined&season_id=91487
2158,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306295&league_id=undefined&season_id=91487
2159,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306297&league_id=undefined&season_id=91487
2160,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306299&league_id=undefined&season_id=91487
2161,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306379&league_id=undefined&season_id=91487
2162,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306381&league_id=undefined&season_id=91487
2163,2015/2016,2. del,8,http://www.kzs.si/incl?id=114&game_id=3306383&league_id=undefined&season_id=91487
2164,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306289&league_id=undefined&season_id=91487
2165,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306291&league_id=undefined&season_id=91487
2166,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306293&league_id=undefined&season_id=91487
2167,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306385&league_id=undefined&season_id=91487
2168,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306387&league_id=undefined&season_id=91487
2169,2015/2016,2. del,9,http://www.kzs.si/incl?id=114&game_id=3306389&league_id=undefined&season_id=91487
2170,2015/2016,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=3306337&league_id=undefined&season_id=91487
2171,2015/2016,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=3306339&league_id=undefined&season_id=91487
2172,2015/2016,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=3306341&league_id=undefined&season_id=91487
2173,2015/2016,2. del-Liga za obstanek,10,http://www.kzs.si/incl?id=114&game_id=3306391&league_id=undefined&season_id=91487
2174,2015/2016,2. del-Liga za obstanek,10,http://www.kzs.si/incl?id=114&game_id=3306393&league_id=undefined&season_id=91487
2175,2015/2016,2. del-Liga za obstanek,10,http://www.kzs.si/incl?id=114&game_id=3306395&league_id=undefined&season_id=91487
2176,2015/2016,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=3306343&league_id=undefined&season_id=91487
2177,2015/2016,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=3306345&league_id=undefined&season_id=91487
2178,2015/2016,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=3306347&league_id=undefined&season_id=91487
2179,2015/2016,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=3306349&league_id=undefined&season_id=91487
2180,2015/2016,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=3306351&league_id=undefined&season_id=91487
2181,2015/2016,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=3306353&league_id=undefined&season_id=91487
2182,2015/2016,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=3306355&league_id=undefined&season_id=91487
2183,2015/2016,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=3306357&league_id=undefined&season_id=91487
2184,2015/2016,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=3306359&league_id=undefined&season_id=91487
2185,2015/2016,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=3306361&league_id=undefined&season_id=91487
2186,2015/2016,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=3306363&league_id=undefined&season_id=91487
2187,2015/2016,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=3306365&league_id=undefined&season_id=91487
2188,2015/2016,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=3306367&league_id=undefined&season_id=91487
2189,2015/2016,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=3306369&league_id=undefined&season_id=91487
2190,2015/2016,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=3306371&league_id=undefined&season_id=91487
2191,2015/2016,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=3306373&league_id=undefined&season_id=91487
2192,2015/2016,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=3306375&league_id=undefined&season_id=91487
2193,2015/2016,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=3306377&league_id=undefined&season_id=91487
2194,2015/2016,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=3306379&league_id=undefined&season_id=91487
2195,2015/2016,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=3306381&league_id=undefined&season_id=91487
2196,2015/2016,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=3306383&league_id=undefined&season_id=91487
2197,2015/2016,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=3306385&league_id=undefined&season_id=91487
2198,2015/2016,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=3306387&league_id=undefined&season_id=91487
2199,2015/2016,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=3306389&league_id=undefined&season_id=91487
2200,2015/2016,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=3306277&league_id=undefined&season_id=91487
2201,2015/2016,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=3306279&league_id=undefined&season_id=91487
2202,2015/2016,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=3306281&league_id=undefined&season_id=91487
2203,2015/2016,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=3306283&league_id=undefined&season_id=91487
2204,2015/2016,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=3306285&league_id=undefined&season_id=91487
2205,2015/2016,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=3306287&league_id=undefined&season_id=91487
2206,2015/2016,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=3306331&league_id=undefined&season_id=91487
2207,2015/2016,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=3306333&league_id=undefined&season_id=91487
2208,2015/2016,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=3306335&league_id=undefined&season_id=91487
2209,2015/2016,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=3306325&league_id=undefined&season_id=91487
2210,2015/2016,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=3306327&league_id=undefined&season_id=91487
2211,2015/2016,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=3306329&league_id=undefined&season_id=91487
2212,2015/2016,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=3306319&league_id=undefined&season_id=91487
2213,2015/2016,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=3306321&league_id=undefined&season_id=91487
2214,2015/2016,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=3306323&league_id=undefined&season_id=91487
2215,2015/2016,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=3306313&league_id=undefined&season_id=91487
2216,2015/2016,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=3306315&league_id=undefined&season_id=91487
2217,2015/2016,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=3306317&league_id=undefined&season_id=91487
2218,2015/2016,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=3306307&league_id=undefined&season_id=91487
2219,2015/2016,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=3306309&league_id=undefined&season_id=91487
2220,2015/2016,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=3306311&league_id=undefined&season_id=91487
2221,2015/2016,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=3306301&league_id=undefined&season_id=91487
2222,2015/2016,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=3306303&league_id=undefined&season_id=91487
2223,2015/2016,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=3306305&league_id=undefined&season_id=91487
2224,2015/2016,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=3306295&league_id=undefined&season_id=91487
2225,2015/2016,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=3306297&league_id=undefined&season_id=91487
2226,2015/2016,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=3306299&league_id=undefined&season_id=91487
2227,2015/2016,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=3306289&league_id=undefined&season_id=91487
2228,2015/2016,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=3306291&league_id=undefined&season_id=91487
2229,2015/2016,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=3306293&league_id=undefined&season_id=91487
2230,2015/2016,Finale,F1,http://www.kzs.si/incl?id=114&game_id=3355783&league_id=undefined&season_id=91487
2231,2015/2016,Finale,F2,http://www.kzs.si/incl?id=114&game_id=3355785&league_id=undefined&season_id=91487
2232,2015/2016,Finale,F3,http://www.kzs.si/incl?id=114&game_id=3355787&league_id=undefined&season_id=91487
2233,2015/2016,Finale,F4,http://www.kzs.si/incl?id=114&game_id=3355789&league_id=undefined&season_id=91487
2234,2015/2016,Liga za obstanek/napredovanje,1,http://www.kzs.si/incl?id=114&game_id=3353295&league_id=undefined&season_id=91487
2235,2015/2016,Liga za obstanek/napredovanje,1,http://www.kzs.si/incl?id=114&game_id=3353297&league_id=undefined&season_id=91487
2236,2015/2016,Liga za obstanek/napredovanje,2,http://www.kzs.si/incl?id=114&game_id=3353299&league_id=undefined&season_id=91487
2237,2015/2016,Liga za obstanek/napredovanje,2,http://www.kzs.si/incl?id=114&game_id=3353301&league_id=undefined&season_id=91487
2238,2015/2016,Liga za obstanek/napredovanje,3,http://www.kzs.si/incl?id=114&game_id=3353303&league_id=undefined&season_id=91487
2239,2015/2016,Liga za obstanek/napredovanje,3,http://www.kzs.si/incl?id=114&game_id=3353305&league_id=undefined&season_id=91487
2240,2015/2016,Liga za obstanek/napredovanje,4,http://www.kzs.si/incl?id=114&game_id=3353307&league_id=undefined&season_id=91487
2241,2015/2016,Liga za obstanek/napredovanje,4,http://www.kzs.si/incl?id=114&game_id=3353309&league_id=undefined&season_id=91487
2242,2015/2016,Polfinale,PF1,http://www.kzs.si/incl?id=114&game_id=3355771&league_id=undefined&season_id=91487
2243,2015/2016,Polfinale,PF1,http://www.kzs.si/incl?id=114&game_id=3355773&league_id=undefined&season_id=91487
2244,2015/2016,Polfinale,PF2,http://www.kzs.si/incl?id=114&game_id=3355775&league_id=undefined&season_id=91487
2245,2015/2016,Polfinale,PF2,http://www.kzs.si/incl?id=114&game_id=3355777&league_id=undefined&season_id=91487
2246,2015/2016,Polfinale,PF3,http://www.kzs.si/incl?id=114&game_id=3355779&league_id=undefined&season_id=91487
2247,2015/2016,Polfinale,PF3,http://www.kzs.si/incl?id=114&game_id=3355781&league_id=undefined&season_id=91487
2248,2015/2016,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3355053&league_id=undefined&season_id=91487
2249,2015/2016,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3355061&league_id=undefined&season_id=91487
2250,2015/2016,Četrtfinale,ČF1,http://www.kzs.si/incl?id=114&game_id=3355067&league_id=undefined&season_id=91487
