,season,part,href
955,2015/2016,Regular Season,https://vtb-league.com/en/game/2434521#stat
956,2015/2016,Regular Season,https://vtb-league.com/en/game/2434781#stat
957,2015/2016,Regular Season,https://vtb-league.com/en/game/2434401#stat
958,2015/2016,Regular Season,https://vtb-league.com/en/game/2434777#stat
959,2015/2016,Regular Season,https://vtb-league.com/en/game/2434769#stat
960,2015/2016,Regular Season,https://vtb-league.com/en/game/2434753#stat
961,2015/2016,Regular Season,https://vtb-league.com/en/game/2434773#stat
962,2015/2016,Regular Season,https://vtb-league.com/en/game/2434757#stat
963,2015/2016,Regular Season,https://vtb-league.com/en/game/2434765#stat
964,2015/2016,Regular Season,https://vtb-league.com/en/game/2434761#stat
965,2015/2016,Regular Season,https://vtb-league.com/en/game/2434613#stat
966,2015/2016,Regular Season,https://vtb-league.com/en/game/2434741#stat
967,2015/2016,Regular Season,https://vtb-league.com/en/game/2434749#stat
968,2015/2016,Regular Season,https://vtb-league.com/en/game/2434733#stat
969,2015/2016,Regular Season,https://vtb-league.com/en/game/2434729#stat
970,2015/2016,Regular Season,https://vtb-league.com/en/game/2434725#stat
971,2015/2016,Regular Season,https://vtb-league.com/en/game/2434541#stat
972,2015/2016,Regular Season,https://vtb-league.com/en/game/2434737#stat
973,2015/2016,Regular Season,https://vtb-league.com/en/game/2434721#stat
974,2015/2016,Regular Season,https://vtb-league.com/en/game/2434553#stat
975,2015/2016,Regular Season,https://vtb-league.com/en/game/2434713#stat
976,2015/2016,Regular Season,https://vtb-league.com/en/game/2434529#stat
977,2015/2016,Regular Season,https://vtb-league.com/en/game/2434785#stat
978,2015/2016,Regular Season,https://vtb-league.com/en/game/2434697#stat
979,2015/2016,Regular Season,https://vtb-league.com/en/game/2434689#stat
980,2015/2016,Regular Season,https://vtb-league.com/en/game/2434705#stat
981,2015/2016,Regular Season,https://vtb-league.com/en/game/2434701#stat
982,2015/2016,Regular Season,https://vtb-league.com/en/game/2434693#stat
983,2015/2016,Regular Season,https://vtb-league.com/en/game/2434681#stat
984,2015/2016,Regular Season,https://vtb-league.com/en/game/2434717#stat
985,2015/2016,Regular Season,https://vtb-league.com/en/game/2434653#stat
986,2015/2016,Regular Season,https://vtb-league.com/en/game/2434669#stat
987,2015/2016,Regular Season,https://vtb-league.com/en/game/2434665#stat
988,2015/2016,Regular Season,https://vtb-league.com/en/game/2434673#stat
989,2015/2016,Regular Season,https://vtb-league.com/en/game/2434677#stat
990,2015/2016,Regular Season,https://vtb-league.com/en/game/2434657#stat
991,2015/2016,Regular Season,https://vtb-league.com/en/game/2434661#stat
992,2015/2016,Regular Season,https://vtb-league.com/en/game/2434645#stat
993,2015/2016,Regular Season,https://vtb-league.com/en/game/2434649#stat
994,2015/2016,Regular Season,https://vtb-league.com/en/game/2434549#stat
995,2015/2016,Regular Season,https://vtb-league.com/en/game/2434597#stat
996,2015/2016,Regular Season,https://vtb-league.com/en/game/2434641#stat
997,2015/2016,Regular Season,https://vtb-league.com/en/game/2434629#stat
998,2015/2016,Regular Season,https://vtb-league.com/en/game/2434625#stat
999,2015/2016,Regular Season,https://vtb-league.com/en/game/2434617#stat
1000,2015/2016,Regular Season,https://vtb-league.com/en/game/2434637#stat
1001,2015/2016,Regular Season,https://vtb-league.com/en/game/2434633#stat
1002,2015/2016,Regular Season,https://vtb-league.com/en/game/2434609#stat
1003,2015/2016,Regular Season,https://vtb-league.com/en/game/2434577#stat
1004,2015/2016,Regular Season,https://vtb-league.com/en/game/2434601#stat
1005,2015/2016,Regular Season,https://vtb-league.com/en/game/2434605#stat
1006,2015/2016,Regular Season,https://vtb-league.com/en/game/2434149#stat
1007,2015/2016,Regular Season,https://vtb-league.com/en/game/2434593#stat
1008,2015/2016,Regular Season,https://vtb-league.com/en/game/2434585#stat
1009,2015/2016,Regular Season,https://vtb-league.com/en/game/2434389#stat
1010,2015/2016,Regular Season,https://vtb-league.com/en/game/2434589#stat
1011,2015/2016,Regular Season,https://vtb-league.com/en/game/2434581#stat
1012,2015/2016,Regular Season,https://vtb-league.com/en/game/2434561#stat
1013,2015/2016,Regular Season,https://vtb-league.com/en/game/2434569#stat
1014,2015/2016,Regular Season,https://vtb-league.com/en/game/2434557#stat
1015,2015/2016,Regular Season,https://vtb-league.com/en/game/2434565#stat
1016,2015/2016,Regular Season,https://vtb-league.com/en/game/2434573#stat
1017,2015/2016,Regular Season,https://vtb-league.com/en/game/2434841#stat
1018,2015/2016,Regular Season,https://vtb-league.com/en/game/2434329#stat
1019,2015/2016,Regular Season,https://vtb-league.com/en/game/2434537#stat
1020,2015/2016,Regular Season,https://vtb-league.com/en/game/2434745#stat
1021,2015/2016,Regular Season,https://vtb-league.com/en/game/2434533#stat
1022,2015/2016,Regular Season,https://vtb-league.com/en/game/2434525#stat
1023,2015/2016,Regular Season,https://vtb-league.com/en/game/2434513#stat
1024,2015/2016,Regular Season,https://vtb-league.com/en/game/2434517#stat
1025,2015/2016,Regular Season,https://vtb-league.com/en/game/2434853#stat
1026,2015/2016,Regular Season,https://vtb-league.com/en/game/2434869#stat
1027,2015/2016,Regular Season,https://vtb-league.com/en/game/2434509#stat
1028,2015/2016,Regular Season,https://vtb-league.com/en/game/2434505#stat
1029,2015/2016,Regular Season,https://vtb-league.com/en/game/2434497#stat
1030,2015/2016,Regular Season,https://vtb-league.com/en/game/2434501#stat
1031,2015/2016,Regular Season,https://vtb-league.com/en/game/2434481#stat
1032,2015/2016,Regular Season,https://vtb-league.com/en/game/2434493#stat
1033,2015/2016,Regular Season,https://vtb-league.com/en/game/2434477#stat
1034,2015/2016,Regular Season,https://vtb-league.com/en/game/2434489#stat
1035,2015/2016,Regular Season,https://vtb-league.com/en/game/2434485#stat
1036,2015/2016,Regular Season,https://vtb-league.com/en/game/2434469#stat
1037,2015/2016,Regular Season,https://vtb-league.com/en/game/2434473#stat
1038,2015/2016,Regular Season,https://vtb-league.com/en/game/2434461#stat
1039,2015/2016,Regular Season,https://vtb-league.com/en/game/2434465#stat
1040,2015/2016,Regular Season,https://vtb-league.com/en/game/2434457#stat
1041,2015/2016,Regular Season,https://vtb-league.com/en/game/2434453#stat
1042,2015/2016,Regular Season,https://vtb-league.com/en/game/2434437#stat
1043,2015/2016,Regular Season,https://vtb-league.com/en/game/2434441#stat
1044,2015/2016,Regular Season,https://vtb-league.com/en/game/2434421#stat
1045,2015/2016,Regular Season,https://vtb-league.com/en/game/2434433#stat
1046,2015/2016,Regular Season,https://vtb-league.com/en/game/2434445#stat
1047,2015/2016,Regular Season,https://vtb-league.com/en/game/2434429#stat
1048,2015/2016,Regular Season,https://vtb-league.com/en/game/2442593#stat
1049,2015/2016,Regular Season,https://vtb-league.com/en/game/2434417#stat
1050,2015/2016,Regular Season,https://vtb-league.com/en/game/2434409#stat
1051,2015/2016,Regular Season,https://vtb-league.com/en/game/2434397#stat
1052,2015/2016,Regular Season,https://vtb-league.com/en/game/2434413#stat
1053,2015/2016,Regular Season,https://vtb-league.com/en/game/2434393#stat
1054,2015/2016,Regular Season,https://vtb-league.com/en/game/2434405#stat
1055,2015/2016,Regular Season,https://vtb-league.com/en/game/2434385#stat
1056,2015/2016,Regular Season,https://vtb-league.com/en/game/2434377#stat
1057,2015/2016,Regular Season,https://vtb-league.com/en/game/2434381#stat
1058,2015/2016,Regular Season,https://vtb-league.com/en/game/2434373#stat
1059,2015/2016,Regular Season,https://vtb-league.com/en/game/2434357#stat
1060,2015/2016,Regular Season,https://vtb-league.com/en/game/2434361#stat
1061,2015/2016,Regular Season,https://vtb-league.com/en/game/2434369#stat
1062,2015/2016,Regular Season,https://vtb-league.com/en/game/2434365#stat
1063,2015/2016,Regular Season,https://vtb-league.com/en/game/2434353#stat
1064,2015/2016,Regular Season,https://vtb-league.com/en/game/2434333#stat
1065,2015/2016,Regular Season,https://vtb-league.com/en/game/2434325#stat
1066,2015/2016,Regular Season,https://vtb-league.com/en/game/2434337#stat
1067,2015/2016,Regular Season,https://vtb-league.com/en/game/2434341#stat
1068,2015/2016,Regular Season,https://vtb-league.com/en/game/2434345#stat
1069,2015/2016,Regular Season,https://vtb-league.com/en/game/2434349#stat
1070,2015/2016,Regular Season,https://vtb-league.com/en/game/2434545#stat
1071,2015/2016,Regular Season,https://vtb-league.com/en/game/2434321#stat
1072,2015/2016,Regular Season,https://vtb-league.com/en/game/2434317#stat
1073,2015/2016,Regular Season,https://vtb-league.com/en/game/2434313#stat
1074,2015/2016,Regular Season,https://vtb-league.com/en/game/2434305#stat
1075,2015/2016,Regular Season,https://vtb-league.com/en/game/2434297#stat
1076,2015/2016,Regular Season,https://vtb-league.com/en/game/2434281#stat
1077,2015/2016,Regular Season,https://vtb-league.com/en/game/2434289#stat
1078,2015/2016,Regular Season,https://vtb-league.com/en/game/2434265#stat
1079,2015/2016,Regular Season,https://vtb-league.com/en/game/2434309#stat
1080,2015/2016,Regular Season,https://vtb-league.com/en/game/2434257#stat
1081,2015/2016,Regular Season,https://vtb-league.com/en/game/2434273#stat
1082,2015/2016,Regular Season,https://vtb-league.com/en/game/2434301#stat
1083,2015/2016,Regular Season,https://vtb-league.com/en/game/2434293#stat
1084,2015/2016,Regular Season,https://vtb-league.com/en/game/2434245#stat
1085,2015/2016,Regular Season,https://vtb-league.com/en/game/2434253#stat
1086,2015/2016,Regular Season,https://vtb-league.com/en/game/2434269#stat
1087,2015/2016,Regular Season,https://vtb-league.com/en/game/2434261#stat
1088,2015/2016,Regular Season,https://vtb-league.com/en/game/2434277#stat
1089,2015/2016,Regular Season,https://vtb-league.com/en/game/2434285#stat
1090,2015/2016,Regular Season,https://vtb-league.com/en/game/2434249#stat
1091,2015/2016,Regular Season,https://vtb-league.com/en/game/2434449#stat
1092,2015/2016,Regular Season,https://vtb-league.com/en/game/2434241#stat
1093,2015/2016,Regular Season,https://vtb-league.com/en/game/2434233#stat
1094,2015/2016,Regular Season,https://vtb-league.com/en/game/2434237#stat
1095,2015/2016,Regular Season,https://vtb-league.com/en/game/2434225#stat
1096,2015/2016,Regular Season,https://vtb-league.com/en/game/2434221#stat
1097,2015/2016,Regular Season,https://vtb-league.com/en/game/2434229#stat
1098,2015/2016,Regular Season,https://vtb-league.com/en/game/2434217#stat
1099,2015/2016,Regular Season,https://vtb-league.com/en/game/2434213#stat
1100,2015/2016,Regular Season,https://vtb-league.com/en/game/2434209#stat
1101,2015/2016,Regular Season,https://vtb-league.com/en/game/2434205#stat
1102,2015/2016,Regular Season,https://vtb-league.com/en/game/2434197#stat
1103,2015/2016,Regular Season,https://vtb-league.com/en/game/2434193#stat
1104,2015/2016,Regular Season,https://vtb-league.com/en/game/2434201#stat
1105,2015/2016,Regular Season,https://vtb-league.com/en/game/2434189#stat
1106,2015/2016,Regular Season,https://vtb-league.com/en/game/2434185#stat
1107,2015/2016,Regular Season,https://vtb-league.com/en/game/2434181#stat
1108,2015/2016,Regular Season,https://vtb-league.com/en/game/2434173#stat
1109,2015/2016,Regular Season,https://vtb-league.com/en/game/2434169#stat
1110,2015/2016,Regular Season,https://vtb-league.com/en/game/2434177#stat
1111,2015/2016,Regular Season,https://vtb-league.com/en/game/2434165#stat
1112,2015/2016,Regular Season,https://vtb-league.com/en/game/2434157#stat
1113,2015/2016,Regular Season,https://vtb-league.com/en/game/2434153#stat
1114,2015/2016,Regular Season,https://vtb-league.com/en/game/2434145#stat
1115,2015/2016,Regular Season,https://vtb-league.com/en/game/2434161#stat
1116,2015/2016,Regular Season,https://vtb-league.com/en/game/2434137#stat
1117,2015/2016,Regular Season,https://vtb-league.com/en/game/2434129#stat
1118,2015/2016,Regular Season,https://vtb-league.com/en/game/2434141#stat
1119,2015/2016,Regular Season,https://vtb-league.com/en/game/2434133#stat
1120,2015/2016,Regular Season,https://vtb-league.com/en/game/2434125#stat
1121,2015/2016,Regular Season,https://vtb-league.com/en/game/2434105#stat
1122,2015/2016,Regular Season,https://vtb-league.com/en/game/2434117#stat
1123,2015/2016,Regular Season,https://vtb-league.com/en/game/2434109#stat
1124,2015/2016,Regular Season,https://vtb-league.com/en/game/2434113#stat
1125,2015/2016,Regular Season,https://vtb-league.com/en/game/2434121#stat
1126,2015/2016,Regular Season,https://vtb-league.com/en/game/2434101#stat
1127,2015/2016,Regular Season,https://vtb-league.com/en/game/2434097#stat
1128,2015/2016,Regular Season,https://vtb-league.com/en/game/2434093#stat
1129,2015/2016,Regular Season,https://vtb-league.com/en/game/2434077#stat
1130,2015/2016,Regular Season,https://vtb-league.com/en/game/2434081#stat
1131,2015/2016,Regular Season,https://vtb-league.com/en/game/2434085#stat
1132,2015/2016,Regular Season,https://vtb-league.com/en/game/2434089#stat
1133,2015/2016,Regular Season,https://vtb-league.com/en/game/2434073#stat
1134,2015/2016,Regular Season,https://vtb-league.com/en/game/2434069#stat
1135,2015/2016,Regular Season,https://vtb-league.com/en/game/2434061#stat
1136,2015/2016,Regular Season,https://vtb-league.com/en/game/2434057#stat
1137,2015/2016,Regular Season,https://vtb-league.com/en/game/2434045#stat
1138,2015/2016,Regular Season,https://vtb-league.com/en/game/2434049#stat
1139,2015/2016,Regular Season,https://vtb-league.com/en/game/2434065#stat
1140,2015/2016,Regular Season,https://vtb-league.com/en/game/2434053#stat
1141,2015/2016,Regular Season,https://vtb-league.com/en/game/2434037#stat
1142,2015/2016,Regular Season,https://vtb-league.com/en/game/2434041#stat
1143,2015/2016,Regular Season,https://vtb-league.com/en/game/2434025#stat
1144,2015/2016,Regular Season,https://vtb-league.com/en/game/2434033#stat
1145,2015/2016,Regular Season,https://vtb-league.com/en/game/2434029#stat
1146,2015/2016,Regular Season,https://vtb-league.com/en/game/2433993#stat
1147,2015/2016,Regular Season,https://vtb-league.com/en/game/2434017#stat
1148,2015/2016,Regular Season,https://vtb-league.com/en/game/2434009#stat
1149,2015/2016,Regular Season,https://vtb-league.com/en/game/2434001#stat
1150,2015/2016,Regular Season,https://vtb-league.com/en/game/2433985#stat
1151,2015/2016,Regular Season,https://vtb-league.com/en/game/2434021#stat
1152,2015/2016,Regular Season,https://vtb-league.com/en/game/2434013#stat
1153,2015/2016,Regular Season,https://vtb-league.com/en/game/2434005#stat
1154,2015/2016,Regular Season,https://vtb-league.com/en/game/2433997#stat
1155,2015/2016,Regular Season,https://vtb-league.com/en/game/2433981#stat
1156,2015/2016,Regular Season,https://vtb-league.com/en/game/2433977#stat
1157,2015/2016,Regular Season,https://vtb-league.com/en/game/2433989#stat
1158,2015/2016,Regular Season,https://vtb-league.com/en/game/2433973#stat
1159,2015/2016,Regular Season,https://vtb-league.com/en/game/2433969#stat
1160,2015/2016,Regular Season,https://vtb-league.com/en/game/2433961#stat
1161,2015/2016,Regular Season,https://vtb-league.com/en/game/2433957#stat
1162,2015/2016,Regular Season,https://vtb-league.com/en/game/2433945#stat
1163,2015/2016,Regular Season,https://vtb-league.com/en/game/2433965#stat
1164,2015/2016,Regular Season,https://vtb-league.com/en/game/2433953#stat
1165,2015/2016,Regular Season,https://vtb-league.com/en/game/2442589#stat
1166,2015/2016,Regular Season,https://vtb-league.com/en/game/2433937#stat
1167,2015/2016,Regular Season,https://vtb-league.com/en/game/2433941#stat
1168,2015/2016,Regular Season,https://vtb-league.com/en/game/2433933#stat
1169,2015/2016,Regular Season,https://vtb-league.com/en/game/2433929#stat
1170,2015/2016,Regular Season,https://vtb-league.com/en/game/2433925#stat
1171,2015/2016,Playoff,https://vtb-league.com/en/game/2745353#stat
1172,2015/2016,Playoff,https://vtb-league.com/en/game/2745351#stat
1173,2015/2016,Playoff,https://vtb-league.com/en/game/2745349#stat
1174,2015/2016,Playoff,https://vtb-league.com/en/game/2745347#stat
1175,2015/2016,Playoff,https://vtb-league.com/en/game/2745343#stat
1176,2015/2016,Playoff,https://vtb-league.com/en/game/2745339#stat
1177,2015/2016,Playoff,https://vtb-league.com/en/game/2745313#stat
1178,2015/2016,Playoff,https://vtb-league.com/en/game/2745303#stat
1179,2015/2016,Playoff,https://vtb-league.com/en/game/2745311#stat
1180,2015/2016,Playoff,https://vtb-league.com/en/game/2745309#stat
1181,2015/2016,Playoff,https://vtb-league.com/en/game/2745307#stat
1182,2015/2016,Playoff,https://vtb-league.com/en/game/2745305#stat
1183,2015/2016,Playoff,https://vtb-league.com/en/game/2745281#stat
1184,2015/2016,Playoff,https://vtb-league.com/en/game/2745283#stat
1185,2015/2016,Playoff,https://vtb-league.com/en/game/2745279#stat
1186,2015/2016,Playoff,https://vtb-league.com/en/game/2745277#stat
1187,2015/2016,Playoff,https://vtb-league.com/en/game/2745275#stat
1188,2015/2016,Playoff,https://vtb-league.com/en/game/2745273#stat
1189,2015/2016,Playoff,https://vtb-league.com/en/game/2745271#stat
1190,2015/2016,Playoff,https://vtb-league.com/en/game/2745265#stat
1191,2015/2016,Playoff,https://vtb-league.com/en/game/2745267#stat
1192,2015/2016,Playoff,https://vtb-league.com/en/game/2745269#stat
1193,2015/2016,Playoff,https://vtb-league.com/en/game/2745263#stat
1194,2015/2016,Playoff,https://vtb-league.com/en/game/2745285#stat
1195,2014/2015,Playoff,https://vtb-league.com/en/game/1555749#stat
1196,2014/2015,Playoff,https://vtb-league.com/en/game/1555745#stat
1197,2014/2015,Playoff,https://vtb-league.com/en/game/1555741#stat
1198,2014/2015,Playoff,https://vtb-league.com/en/game/1555733#stat
1199,2014/2015,Playoff,https://vtb-league.com/en/game/1555725#stat
1200,2014/2015,Playoff,https://vtb-league.com/en/game/1555721#stat
1201,2014/2015,Playoff,https://vtb-league.com/en/game/1555717#stat
1202,2014/2015,Playoff,https://vtb-league.com/en/game/1555713#stat
1203,2014/2015,Playoff,https://vtb-league.com/en/game/1555709#stat
1204,2014/2015,Playoff,https://vtb-league.com/en/game/1555705#stat
1205,2014/2015,Playoff,https://vtb-league.com/en/game/1555701#stat
1206,2014/2015,Playoff,https://vtb-league.com/en/game/1555473#stat
1207,2014/2015,Playoff,https://vtb-league.com/en/game/1555457#stat
1208,2014/2015,Playoff,https://vtb-league.com/en/game/1555461#stat
1209,2014/2015,Playoff,https://vtb-league.com/en/game/1555453#stat
1210,2014/2015,Playoff,https://vtb-league.com/en/game/1555689#stat
1211,2014/2015,Playoff,https://vtb-league.com/en/game/1555449#stat
1212,2014/2015,Playoff,https://vtb-league.com/en/game/1555445#stat
1213,2014/2015,Playoff,https://vtb-league.com/en/game/1555685#stat
1214,2014/2015,Playoff,https://vtb-league.com/en/game/1555441#stat
1215,2014/2015,Playoff,https://vtb-league.com/en/game/1555437#stat
1216,2014/2015,Playoff,https://vtb-league.com/en/game/1555417#stat
1217,2014/2015,Playoff,https://vtb-league.com/en/game/1555681#stat
1218,2014/2015,Playoff,https://vtb-league.com/en/game/1555413#stat
1219,2014/2015,Playoff,https://vtb-league.com/en/game/1555409#stat
1220,2014/2015,Regular Season,https://vtb-league.com/en/game/1349983#stat
1221,2014/2015,Regular Season,https://vtb-league.com/en/game/1349985#stat
1222,2014/2015,Regular Season,https://vtb-league.com/en/game/1349989#stat
1223,2014/2015,Regular Season,https://vtb-league.com/en/game/1349987#stat
1224,2014/2015,Regular Season,https://vtb-league.com/en/game/1349981#stat
1225,2014/2015,Regular Season,https://vtb-league.com/en/game/1349993#stat
1226,2014/2015,Regular Season,https://vtb-league.com/en/game/1349979#stat
1227,2014/2015,Regular Season,https://vtb-league.com/en/game/1349973#stat
1228,2014/2015,Regular Season,https://vtb-league.com/en/game/1349969#stat
1229,2014/2015,Regular Season,https://vtb-league.com/en/game/1349971#stat
1230,2014/2015,Regular Season,https://vtb-league.com/en/game/1349975#stat
1231,2014/2015,Regular Season,https://vtb-league.com/en/game/1349967#stat
1232,2014/2015,Regular Season,https://vtb-league.com/en/game/1349977#stat
1233,2014/2015,Regular Season,https://vtb-league.com/en/game/1349965#stat
1234,2014/2015,Regular Season,https://vtb-league.com/en/game/1349833#stat
1235,2014/2015,Regular Season,https://vtb-league.com/en/game/1349841#stat
1236,2014/2015,Regular Season,https://vtb-league.com/en/game/1349643#stat
1237,2014/2015,Regular Season,https://vtb-league.com/en/game/1349955#stat
1238,2014/2015,Regular Season,https://vtb-league.com/en/game/1349601#stat
1239,2014/2015,Regular Season,https://vtb-league.com/en/game/1349991#stat
1240,2014/2015,Regular Season,https://vtb-league.com/en/game/1349957#stat
1241,2014/2015,Regular Season,https://vtb-league.com/en/game/1349963#stat
1242,2014/2015,Regular Season,https://vtb-league.com/en/game/1349953#stat
1243,2014/2015,Regular Season,https://vtb-league.com/en/game/1349823#stat
1244,2014/2015,Regular Season,https://vtb-league.com/en/game/1349961#stat
1245,2014/2015,Regular Season,https://vtb-league.com/en/game/1349959#stat
1246,2014/2015,Regular Season,https://vtb-league.com/en/game/1349995#stat
1247,2014/2015,Regular Season,https://vtb-league.com/en/game/1349951#stat
1248,2014/2015,Regular Season,https://vtb-league.com/en/game/1349895#stat
1249,2014/2015,Regular Season,https://vtb-league.com/en/game/1349751#stat
1250,2014/2015,Regular Season,https://vtb-league.com/en/game/1349949#stat
1251,2014/2015,Regular Season,https://vtb-league.com/en/game/1349947#stat
1252,2014/2015,Regular Season,https://vtb-league.com/en/game/1349941#stat
1253,2014/2015,Regular Season,https://vtb-league.com/en/game/1349697#stat
1254,2014/2015,Regular Season,https://vtb-league.com/en/game/1349945#stat
1255,2014/2015,Regular Season,https://vtb-league.com/en/game/1349943#stat
1256,2014/2015,Regular Season,https://vtb-league.com/en/game/1349939#stat
1257,2014/2015,Regular Season,https://vtb-league.com/en/game/1349935#stat
1258,2014/2015,Regular Season,https://vtb-league.com/en/game/1349933#stat
1259,2014/2015,Regular Season,https://vtb-league.com/en/game/1349929#stat
1260,2014/2015,Regular Season,https://vtb-league.com/en/game/1349921#stat
1261,2014/2015,Regular Season,https://vtb-league.com/en/game/1349931#stat
1262,2014/2015,Regular Season,https://vtb-league.com/en/game/1349923#stat
1263,2014/2015,Regular Season,https://vtb-league.com/en/game/1349919#stat
1264,2014/2015,Regular Season,https://vtb-league.com/en/game/1349927#stat
1265,2014/2015,Regular Season,https://vtb-league.com/en/game/1349925#stat
1266,2014/2015,Regular Season,https://vtb-league.com/en/game/1349917#stat
1267,2014/2015,Regular Season,https://vtb-league.com/en/game/1349907#stat
1268,2014/2015,Regular Season,https://vtb-league.com/en/game/1349903#stat
1269,2014/2015,Regular Season,https://vtb-league.com/en/game/1349909#stat
1270,2014/2015,Regular Season,https://vtb-league.com/en/game/1349913#stat
1271,2014/2015,Regular Season,https://vtb-league.com/en/game/1349915#stat
1272,2014/2015,Regular Season,https://vtb-league.com/en/game/1349905#stat
1273,2014/2015,Regular Season,https://vtb-league.com/en/game/1349901#stat
1274,2014/2015,Regular Season,https://vtb-league.com/en/game/1349911#stat
1275,2014/2015,Regular Season,https://vtb-league.com/en/game/1349899#stat
1276,2014/2015,Regular Season,https://vtb-league.com/en/game/1349893#stat
1277,2014/2015,Regular Season,https://vtb-league.com/en/game/1349897#stat
1278,2014/2015,Regular Season,https://vtb-league.com/en/game/1349885#stat
1279,2014/2015,Regular Season,https://vtb-league.com/en/game/1349887#stat
1280,2014/2015,Regular Season,https://vtb-league.com/en/game/1349889#stat
1281,2014/2015,Regular Season,https://vtb-league.com/en/game/1349891#stat
1282,2014/2015,Regular Season,https://vtb-league.com/en/game/1349873#stat
1283,2014/2015,Regular Season,https://vtb-league.com/en/game/1349875#stat
1284,2014/2015,Regular Season,https://vtb-league.com/en/game/1349871#stat
1285,2014/2015,Regular Season,https://vtb-league.com/en/game/1349883#stat
1286,2014/2015,Regular Season,https://vtb-league.com/en/game/1349881#stat
1287,2014/2015,Regular Season,https://vtb-league.com/en/game/1349879#stat
1288,2014/2015,Regular Season,https://vtb-league.com/en/game/1349877#stat
1289,2014/2015,Regular Season,https://vtb-league.com/en/game/1349869#stat
1290,2014/2015,Regular Season,https://vtb-league.com/en/game/1349867#stat
1291,2014/2015,Regular Season,https://vtb-league.com/en/game/1349863#stat
1292,2014/2015,Regular Season,https://vtb-league.com/en/game/1349859#stat
1293,2014/2015,Regular Season,https://vtb-league.com/en/game/1349857#stat
1294,2014/2015,Regular Season,https://vtb-league.com/en/game/1349865#stat
1295,2014/2015,Regular Season,https://vtb-league.com/en/game/1349853#stat
1296,2014/2015,Regular Season,https://vtb-league.com/en/game/1349851#stat
1297,2014/2015,Regular Season,https://vtb-league.com/en/game/1349855#stat
1298,2014/2015,Regular Season,https://vtb-league.com/en/game/1349861#stat
1299,2014/2015,Regular Season,https://vtb-league.com/en/game/1349849#stat
1300,2014/2015,Regular Season,https://vtb-league.com/en/game/1349755#stat
1301,2014/2015,Regular Season,https://vtb-league.com/en/game/1349735#stat
1302,2014/2015,Regular Season,https://vtb-league.com/en/game/1349843#stat
1303,2014/2015,Regular Season,https://vtb-league.com/en/game/1349845#stat
1304,2014/2015,Regular Season,https://vtb-league.com/en/game/1349837#stat
1305,2014/2015,Regular Season,https://vtb-league.com/en/game/1349839#stat
1306,2014/2015,Regular Season,https://vtb-league.com/en/game/1349835#stat
1307,2014/2015,Regular Season,https://vtb-league.com/en/game/1349847#stat
1308,2014/2015,Regular Season,https://vtb-league.com/en/game/1349831#stat
1309,2014/2015,Regular Season,https://vtb-league.com/en/game/1349829#stat
1310,2014/2015,Regular Season,https://vtb-league.com/en/game/1349575#stat
1311,2014/2015,Regular Season,https://vtb-league.com/en/game/1349827#stat
1312,2014/2015,Regular Season,https://vtb-league.com/en/game/1349825#stat
1313,2014/2015,Regular Season,https://vtb-league.com/en/game/1349821#stat
1314,2014/2015,Regular Season,https://vtb-league.com/en/game/1349819#stat
1315,2014/2015,Regular Season,https://vtb-league.com/en/game/1349815#stat
1316,2014/2015,Regular Season,https://vtb-league.com/en/game/1349817#stat
1317,2014/2015,Regular Season,https://vtb-league.com/en/game/1349813#stat
1318,2014/2015,Regular Season,https://vtb-league.com/en/game/1349811#stat
1319,2014/2015,Regular Season,https://vtb-league.com/en/game/1349809#stat
1320,2014/2015,Regular Season,https://vtb-league.com/en/game/1349789#stat
1321,2014/2015,Regular Season,https://vtb-league.com/en/game/1349801#stat
1322,2014/2015,Regular Season,https://vtb-league.com/en/game/1349797#stat
1323,2014/2015,Regular Season,https://vtb-league.com/en/game/1349807#stat
1324,2014/2015,Regular Season,https://vtb-league.com/en/game/1349805#stat
1325,2014/2015,Regular Season,https://vtb-league.com/en/game/1349793#stat
1326,2014/2015,Regular Season,https://vtb-league.com/en/game/1349803#stat
1327,2014/2015,Regular Season,https://vtb-league.com/en/game/1349787#stat
1328,2014/2015,Regular Season,https://vtb-league.com/en/game/1349791#stat
1329,2014/2015,Regular Season,https://vtb-league.com/en/game/1349795#stat
1330,2014/2015,Regular Season,https://vtb-league.com/en/game/1349783#stat
1331,2014/2015,Regular Season,https://vtb-league.com/en/game/1349799#stat
1332,2014/2015,Regular Season,https://vtb-league.com/en/game/1349779#stat
1333,2014/2015,Regular Season,https://vtb-league.com/en/game/1349777#stat
1334,2014/2015,Regular Season,https://vtb-league.com/en/game/1349773#stat
1335,2014/2015,Regular Season,https://vtb-league.com/en/game/1349757#stat
1336,2014/2015,Regular Season,https://vtb-league.com/en/game/1349769#stat
1337,2014/2015,Regular Season,https://vtb-league.com/en/game/1349753#stat
1338,2014/2015,Regular Season,https://vtb-league.com/en/game/1349745#stat
1339,2014/2015,Regular Season,https://vtb-league.com/en/game/1349765#stat
1340,2014/2015,Regular Season,https://vtb-league.com/en/game/1349761#stat
1341,2014/2015,Regular Season,https://vtb-league.com/en/game/1349749#stat
1342,2014/2015,Regular Season,https://vtb-league.com/en/game/1349741#stat
1343,2014/2015,Regular Season,https://vtb-league.com/en/game/1349737#stat
1344,2014/2015,Regular Season,https://vtb-league.com/en/game/1349733#stat
1345,2014/2015,Regular Season,https://vtb-league.com/en/game/1349785#stat
